2026-07-28 14:05:17,235 | INFO    | main         | متصل شد به @lfc_test_1_bot | حالت انتشار: manual
2026-07-28 14:05:17,235 | INFO    | main         | ترجمه: Liverpool are working on Bradley Barcola deal
2026-07-29 00:50:48,215 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:50:48,449 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:50:48,702 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:50:48,932 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:50:50,837 | INFO    | src.twitter  | توییتر: 29 حساب در 1.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:50:50,837 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:50:50,838 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:50:50,838 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:50:50,840 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:50:50,841 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:51:46,889 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:51:47,462 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:51:48,039 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:51:48,418 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:51:48,616 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:51:48,964 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:51:49,203 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:51:49,554 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:51:50,453 | INFO    | src.twitter  | توییتر: 29 حساب در 0.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:51:50,454 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:51:50,454 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:51:50,455 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:51:50,457 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:51:50,457 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:52:47,502 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:52:47,943 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:52:48,346 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:52:48,578 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:52:48,789 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:52:49,009 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:52:49,258 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:52:49,469 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:52:50,227 | INFO    | src.twitter  | توییتر: 29 حساب در 0.8s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:52:50,228 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:52:50,229 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:52:50,229 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:52:50,232 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:52:50,232 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:53:47,294 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:53:49,048 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:53:50,143 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:53:50,670 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:53:51,170 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:53:52,359 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:53:52,893 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:53:53,336 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:53:54,028 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:53:54,029 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:53:54,029 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:53:54,030 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:53:54,032 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:53:54,033 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:54:47,187 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:54:48,122 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:54:48,785 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:54:49,198 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:54:49,593 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:54:49,975 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:54:50,324 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:54:50,580 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:54:52,121 | INFO    | src.twitter  | توییتر: 29 حساب در 1.5s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:54:52,123 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:54:52,123 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:54:52,124 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:54:52,126 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:54:52,126 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:55:56,986 | INFO    | main         | متصل شد به @lfc_test_1_bot | حالت انتشار: manual
2026-07-29 00:55:56,986 | INFO    | main         | سرویس فعال شد — چک منابع هر 60 ثانیه
2026-07-29 00:55:58,158 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:55:58,471 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:55:58,784 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:55:58,968 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:55:59,131 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:55:59,285 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:55:59,447 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:55:59,601 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:56:01,059 | INFO    | src.twitter  | توییتر: 29 حساب در 1.5s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:56:01,061 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:56:01,061 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:56:01,062 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:56:01,063 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:56:01,064 | INFO    | main         | ترجمه: Inside Training: Pre-season day one for Cody Gakpo and Virgil van Dijk
2026-07-29 00:56:22,488 | INFO    | guard        | نگهبان کانال: 18 پست اخیر خوانده شد
2026-07-29 00:56:23,142 | ERROR   | telegram     | telegram sendPhoto failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:23,142 | INFO    | telegram     | تلگرام نتوانست عکس را خودش بگیرد — دانلود و آپلود دستی…
2026-07-29 00:56:25,842 | ERROR   | telegram     | telegram upload_photo failed: Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:25,843 | WARNING | telegram     | ارسال با عکس نشد (Bad Request: group chat was upgraded to a supergroup chat) — فقط متن می‌رود
2026-07-29 00:56:26,027 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:26,027 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:56:26,028 | INFO    | main         | ترجمه: Bradley Barcola 'reaches verbal agreement' with Liverpool as blockbust
2026-07-29 00:56:31,211 | INFO    | main         | هشدار کانال (88%): توافق شفاهی بارکولا با لیورپول
2026-07-29 00:56:31,372 | ERROR   | telegram     | telegram sendPhoto failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:31,372 | INFO    | telegram     | تلگرام نتوانست عکس را خودش بگیرد — دانلود و آپلود دستی…
2026-07-29 00:56:31,939 | ERROR   | telegram     | telegram upload_photo failed: Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:31,939 | WARNING | telegram     | ارسال با عکس نشد (Bad Request: group chat was upgraded to a supergroup chat) — فقط متن می‌رود
2026-07-29 00:56:32,107 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:32,107 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:56:32,108 | INFO    | main         | ترجمه: Interview with Milos Kerkez.
Setting the record straight over summer w
2026-07-29 00:56:42,904 | ERROR   | telegram     | telegram sendPhoto failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:42,904 | INFO    | telegram     | تلگرام نتوانست عکس را خودش بگیرد — دانلود و آپلود دستی…
2026-07-29 00:56:44,086 | ERROR   | telegram     | telegram upload_photo failed: Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:44,087 | WARNING | telegram     | ارسال با عکس نشد (Bad Request: group chat was upgraded to a supergroup chat) — فقط متن می‌رود
2026-07-29 00:56:44,235 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:44,237 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:56:44,237 | INFO    | main         | ترجمه: Liverpool assessed a number of wide options after missing out on Yan D
2026-07-29 00:56:51,149 | ERROR   | telegram     | telegram sendPhoto failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:51,149 | INFO    | telegram     | تلگرام نتوانست عکس را خودش بگیرد — دانلود و آپلود دستی…
2026-07-29 00:56:52,209 | ERROR   | telegram     | telegram upload_photo failed: Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:52,210 | WARNING | telegram     | ارسال با عکس نشد (Bad Request: group chat was upgraded to a supergroup chat) — فقط متن می‌رود
2026-07-29 00:56:52,355 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:52,356 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:56:52,356 | INFO    | main         | ترجمه: John Oliver will be cheering on the Reds at Yankee Stadium tomorrow 🤩
2026-07-29 00:56:56,869 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:56:56,869 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:56:56,869 | INFO    | main         | ترجمه: Inside Training: Cody and Virgil are back 🙌

Watch their first day of 
2026-07-29 00:57:06,863 | INFO    | main         | هشدار کانال (100%): بازگشت کودی و ویرجیل به تمرینات پیش‌فصل 🙌
2026-07-29 00:57:07,028 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:57:07,028 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:57:07,029 | INFO    | main         | ترجمه: Cody Gakpo and Virgil van Dijk have today reported for pre-season duty
2026-07-29 00:57:14,626 | INFO    | main         | خبر مشترک با Liverpool FC
2026-07-29 00:57:14,784 | ERROR   | telegram     | telegram sendPhoto failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:57:14,785 | INFO    | telegram     | تلگرام نتوانست عکس را خودش بگیرد — دانلود و آپلود دستی…
2026-07-29 00:57:15,814 | ERROR   | telegram     | telegram upload_photo failed: Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:57:15,814 | WARNING | telegram     | ارسال با عکس نشد (Bad Request: group chat was upgraded to a supergroup chat) — فقط متن می‌رود
2026-07-29 00:57:15,972 | ERROR   | telegram     | telegram sendMessage failed: 400 — Bad Request: group chat was upgraded to a supergroup chat
2026-07-29 00:57:15,973 | ERROR   | main         | ارسال به گروه ناموفق بود (ADMIN_CHAT_ID را چک کن)
2026-07-29 00:57:15,973 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:57:21,270 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:57:22,191 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:57:23,985 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:57:24,425 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:57:24,966 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:57:25,440 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:57:25,927 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:57:26,319 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:57:28,458 | INFO    | src.twitter  | توییتر: 29 حساب در 2.1s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:57:28,459 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:57:28,460 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:57:28,460 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:57:28,462 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:57:28,463 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 00:58:21,281 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:58:21,563 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:58:21,850 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:58:21,996 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:58:22,132 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:58:22,278 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:58:22,423 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:58:22,565 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:59:32,412 | INFO    | main         | متصل شد به @lfc_test_1_bot | حالت انتشار: manual
2026-07-29 00:59:32,412 | INFO    | main         | سرویس فعال شد — چک منابع هر 60 ثانیه
2026-07-29 00:59:33,844 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 00:59:34,211 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 00:59:34,468 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 00:59:34,621 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 00:59:34,742 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 00:59:34,876 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 00:59:35,003 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 00:59:35,140 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 00:59:36,203 | INFO    | src.twitter  | توییتر: 29 حساب در 1.1s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 00:59:36,205 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 00:59:36,205 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 00:59:36,205 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 00:59:36,207 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 00:59:36,208 | INFO    | main         | ترجمه: Inside Training: Pre-season day one for Cody Gakpo and Virgil van Dijk
2026-07-29 00:59:46,465 | INFO    | guard        | نگهبان کانال: 18 پست اخیر خوانده شد
2026-07-29 00:59:47,660 | INFO    | main         | → در گروه قرار گرفت: Inside Training: Pre-season day one for Cody Gakpo and Virgil van Dijk
2026-07-29 00:59:49,661 | INFO    | main         | ترجمه: Bradley Barcola 'reaches verbal agreement' with Liverpool as blockbust
2026-07-29 00:59:54,296 | INFO    | main         | هشدار کانال (90%): توافق شفاهی بردلی بارکولا با لیورپول
2026-07-29 00:59:54,722 | INFO    | main         | → در گروه قرار گرفت: Bradley Barcola 'reaches verbal agreement' with Liverpool as blockbust
2026-07-29 00:59:56,724 | INFO    | main         | ترجمه: Interview with Milos Kerkez.
Setting the record straight over summer w
2026-07-29 01:00:06,342 | INFO    | main         | → در گروه قرار گرفت: Interview with Milos Kerkez.
Setting the record straight over summer w
2026-07-29 01:00:08,343 | INFO    | main         | ترجمه: Liverpool assessed a number of wide options after missing out on Yan D
2026-07-29 01:00:13,073 | INFO    | main         | → در گروه قرار گرفت: Liverpool assessed a number of wide options after missing out on Yan D
2026-07-29 01:00:15,073 | INFO    | main         | ترجمه: John Oliver will be cheering on the Reds at Yankee Stadium tomorrow 🤩
2026-07-29 01:00:21,580 | INFO    | main         | → در گروه قرار گرفت: John Oliver will be cheering on the Reds at Yankee Stadium tomorrow 🤩
2026-07-29 01:00:23,581 | INFO    | main         | در این سیکل 5 خبر ارسال شد
2026-07-29 01:00:32,667 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:00:33,642 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:00:34,526 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:00:35,601 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:00:36,044 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:00:36,448 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:00:36,884 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:00:37,280 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:00:38,133 | INFO    | src.twitter  | توییتر: 29 حساب در 0.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:00:38,134 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:00:38,134 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 01:00:38,134 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 01:00:38,137 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:00:38,137 | INFO    | main         | ترجمه: Inside Training: Cody and Virgil are back 🙌

Watch their first day of 
2026-07-29 01:00:44,007 | INFO    | main         | هشدار کانال (100%): بازگشت کودی و ویرجیل به تمرینات پیش‌فصل 🙌
2026-07-29 01:00:44,469 | INFO    | main         | → در گروه قرار گرفت: Inside Training: Cody and Virgil are back 🙌

Watch their first day of 
2026-07-29 01:00:46,470 | INFO    | main         | ترجمه: Cody Gakpo and Virgil van Dijk have today reported for pre-season duty
2026-07-29 01:00:55,033 | INFO    | main         | خبر مشترک با Liverpool FC
2026-07-29 01:00:55,521 | INFO    | main         | → در گروه قرار گرفت: Cody Gakpo and Virgil van Dijk have today reported for pre-season duty
2026-07-29 01:00:57,522 | INFO    | main         | در این سیکل 2 خبر ارسال شد
2026-07-29 01:01:32,698 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:01:33,103 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:01:35,434 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:01:36,095 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:01:36,559 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:01:37,031 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:01:37,519 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:01:37,811 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:01:38,829 | INFO    | src.twitter  | توییتر: 29 حساب در 1.0s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:01:38,830 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:01:38,830 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Mighty Red making an appearance  Video
2026-07-29 01:01:38,831 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @LFC — First day back for Cody and Virgil ✅  Video
2026-07-29 01:01:38,833 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:01:38,833 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:02:34,563 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:02:36,146 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:02:37,440 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:02:38,312 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:02:39,175 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:02:40,205 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:02:40,684 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:02:41,155 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:02:45,173 | INFO    | src.twitter  | توییتر: 29 حساب در 4.0s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
